lemma,pos,synonyms,hypernyms
emporium,NN,department store|emporium,mercantile establishment|retail store|sales outlet|outlet
direction,NN,centering|charge|commission|counsel|counseling|counselling|direction|focal point|focus|focusing|focussing|guidance|instruction|management|steering|way,path|route|itinerary|position|spatial relation|inclination|disposition|tendency|message|content|subject matter|substance|social control|control|command|bid|bidding|dictation|concentration|engrossment|absorption|immersion
attract,VBD,appeal|attract|draw|draw in|pull|pull in,pull|draw
leap,VBD,bound|jump|jump off|leap|spring,move|switch|shift|change
forefront,NN,cutting edge|forefront|head|vanguard,front|front end|forepart|position|view|perspective
steadily,RB,steadily|steady,
sizable,JJ,ample|goodish|goodly|healthy|hefty|respectable|sizable|sizeable|tidy,
blow,NN,black eye|blast|blow|bump|c|coke|gust|nose candy|puff|reversal|reverse|setback|shock|snow,stroke|impact|happening|occurrence|occurrent|natural event|surprise|wind|air current|current of air|cocaine|cocain|exhalation|expiration|breathing out
inroad,NNP,inroad,trespass|encroachment|violation|intrusion|usurpation|invasion
loss,NN,departure|deprivation|exit|expiration|going|loss|passing|personnel casualty|red|red ink|release,transferred property|transferred possession|decline|diminution|failure|disadvantage|experience|sum|sum of money|amount|amount of money|casualty|death|decease|expiry
profitable,JJ,profitable,
on,RB,along|on,NA
electronic,JJ,electronic,
export,NN,export|exportation,commodity|trade good|good
obscurity,NN,abstruseness|obscureness|obscurity|reconditeness,incomprehensibility|standing|semidarkness
difference,NNS,conflict|departure|deviation|difference|difference of opinion|dispute|divergence|remainder,quality|variation|fluctuation|disagreement|change|number
relation,NNS,carnal knowledge|coition|coitus|copulation|intercourse|recounting|relation|relation back|relative|sex act|sexual congress|sexual intercourse|sexual relation|telling,abstraction|abstract entity|sexual activity|sexual practice|sex|sex activity|person|individual|someone|somebody|mortal|soul|narration|recital|yarn|legal principle|judicial principle|judicial doctrine|dealings|traffic
cordial,NN,cordial|liqueur,alcohol|alcoholic drink|alcoholic beverage|intoxicant|inebriant
franci,NNP,,NA
davi,NNP,,NA
disgust,VBN,churn up|disgust|gross out|nauseate|repel|revolt|sicken,stimulate|excite|stir|repel|repulse
squabbling,NN,,NA
govern,VB,govern|order|regularise|regularize|regulate|rule,decide|make up one's mind|determine|control|command|necessitate|ask|postulate|need|require|take|involve|call for|demand
incident,NNS,incident,happening|occurrence|occurrent|natural event|disturbance|disruption|commotion|flutter|hurly burly|to-do|hoo-ha|hoo-hah|kerfuffle
somebody,NN,individual|mortal|person|somebody|someone|soul,organism|being|causal agent|cause|causal agency
add,VBD,add|add together|add up|append|bestow|bring|contribute|impart|lend|sum|sum up|summate|supply|tally|tot|tot up|total|tote up,increase|state|say|tell|change|alter|modify|calculate|cipher|cypher|compute|work out|reckon|figure|count|number|enumerate|numerate|form|constitute|make
extra,JJ,additional|excess|extra|redundant|spare|special|supererogatory|superfluous|supernumerary|surplus,
ingredient,NN,component|constituent|element|factor|fixings|ingredient,component|constituent|element|part|section|division|foodstuff|food product
dough,NN,boodle|bread|cabbage|clams|dinero|dough|gelt|kale|lettuce|lolly|loot|lucre|moolah|pelf|scratch|shekels|simoleons|sugar|wampum,concoction|mixture|intermixture|money
bakery,NN,bakehouse|bakery|bakeshop,workplace|work|shop|store
arsenic,NN,arsenic|arsenic trioxide|arsenous anhydride|arsenous oxide|as|atomic number 33|ratsbane|white arsenic,trioxide|chemical element|element
enjoy,VB,bask|delight|enjoy|love|relish|revel|savor|savour,use|utilize|utilise|apply|employ|like|experience|see|go through
rice,NN,elmer leopold rice|elmer reizenstein|elmer rice|rice|rice|sir tim rice|timothy miles bindon rice,grain|food grain|cereal|starches|cereal grass
bread,NN,boodle|bread|breadstuff|cabbage|clams|dinero|dough|gelt|kale|lettuce|lolly|loot|lucre|moolah|pelf|scratch|shekels|simoleons|staff of life|sugar|wampum,baked goods|starches|money
drop,VBG,cast|cast off|cut down|dangle|degenerate|deteriorate|devolve|discharge|dismiss|dribble|drip|drop|drop down|drop off|expend|fell|flatten|knock off|leave out|miss|neglect|omit|overleap|overlook|pretermit|put down|send away|send packing|set down|shake off|shed|sink|spend|strike down|swing|throw|throw away|throw off|unload,move|displace|descend|fall|go down|come down|decline|wane|change posture|remove|express|verbalize|verbalise|utter|give tongue to|discontinue|stop|cease|give up|quit|lay off|deliver|cut|lose|pay|change|alter|modify|hang|fire|give notice|can|dismiss|give the axe|send away|sack|force out|give the sack|terminate|pour|take|take away|withdraw|drug|do drugs|elide|worsen|give birth|bear|birth|have
fly,NNS,fly|fly ball|fly front|fly sheet|rainfly|tent flap|tent-fly,dipterous insect|two-winged insects|dipteran|dipteron|flap|opening|hit|hitting|striking|fisherman's lure|fish lure
height,NN,acme|altitude|elevation|height|meridian|peak|pinnacle|stature|summit|superlative|tallness|tiptop|top,dimension|degree|level|stage|point|bodily property|elevation
panic,NN,affright|panic|scare|terror,fear|fearfulness|fright|anxiety|anxiousness
one,NN,1|ace|i|one|single|unity,digit|figure|unit
motive,NN,motif|motivation|motive|need,psychological feature|theme|melodic theme|musical theme|idea|design|pattern|figure
culprit,NNS,culprit|perpetrator,wrongdoer|offender
condition,NNP,circumstance|condition|consideration|experimental condition|precondition|shape|status|stipulation|strings|term,state|premise|premiss|assumption|information|good health|healthiness|illness|unwellness|malady|sickness|statement|procedure|process
favor,VB,favor|favour|prefer|privilege,promote|upgrade|advance|kick upstairs|raise|elevate|see|consider|reckon|view|regard|spare|save|permit|allow|let|countenance
waterfront,NN,waterfront,city district
cooler,JJR,,NA
slope,NNS,gradient|incline|side|slope,geological formation|formation|position|spatial relation
peak,NNP,acme|apex|bill|bloom|blossom|crest|crown|efflorescence|elevation|extremum|eyeshade|flower|flush|height|heyday|meridian|peak|pinnacle|point|prime|summit|superlative|tip|tiptop|top|vertex|visor|vizor,limit|limitation|time period|period of time|period|degree|level|stage|point|topographic point|place|spot|convex shape|convexity|extreme point|extreme|extremum|brim
bar,VBN,banish|bar|barricade|block|block off|block up|blockade|debar|exclude|relegate|stop,forbid|prohibit|interdict|proscribe|veto|disallow|nix|obstruct|obturate|impede|occlude|jam|block|close up|expel|throw out|kick out|fasten|fix|secure
neighborhood,NN,locality|neck of the woods|neighborhood|neighbourhood|region|vicinity,section|community|indefinite quantity|area|country
district,NNP,district|dominion|territorial dominion|territory,region
uncommon,JJ,rare|uncommon,
animal,NNS,animal|animate being|beast|brute|creature|fauna,organism|being
share,VB,apportion|deal|divvy up|partake|partake in|portion out|share,overlap|use|utilize|utilise|apply|employ|get|acquire|distribute|give out|hand out|pass out|communicate|intercommunicate
room,NN,elbow room|room|way,area|position|spatial relation|opportunity|chance|gathering|assemblage
crowd,VBN,crowd|crowd together|herd|push,move|displace|occupy|fill|meet|gather|assemble|forgather|foregather|approach|near|come on|go up|draw near|draw close|come near
shantytown,NNS,shantytown,slum|slum area
surprising,JJ,surprising,
bubonic,JJ,bubonic,
strike,VBN,affect|assume|attain|chance on|chance upon|coin|collide with|come across|come to|come upon|discover|excise|expunge|fall|fall upon|happen upon|hit|impinge on|impress|light upon|mint|move|run into|scratch|shine|strickle|strike|take|take up|walk out,touch|attack|assail|read|register|show|record|affect|impact|bear upon|bear on|touch on|protest|resist|dissent|happen|hap|go on|pass off|occur|pass|fall out|come about|take place|achieve|accomplish|attain|reach|shape|form|find|regain|make|create|delete|cancel|move|displace|disassemble|dismantle|take apart|break up|break apart|create from raw material|create from raw stuff|flush|level|even out|even|penetrate|perforate|solve|work out|figure out|puzzle out|lick|work
fully,RB,amply|full|fully|in full|to the full,NA
eradicate,VB,annihilate|carry off|decimate|eliminate|eradicate|exterminate|extinguish|extirpate|root out|uproot|wipe out,kill|destroy|destruct
wander,VB,betray|cast|cheat|cheat on|cuckold|digress|divagate|drift|meander|ramble|range|roam|roll|rove|stray|swan|thread|tramp|vagabond|wander|weave|wind,travel|go|move|locomote|deceive|lead on|delude|cozen|proceed|go forward|continue|tell
street,NNS,street,thoroughfare|environment|opportunity|chance|neighborhood|neighbourhood
line,VBN,delineate|describe|draw|line|run along|trace,lie|cover|mark|score|nock|fill|fill up|make full|reinforce|reenforce
shop,NNS,shop|shop class|store|workshop,mercantile establishment|retail store|sales outlet|outlet|workplace|work|course|course of study|course of instruction|class
sell,VBG,betray|deal|sell|trade,exchange|change|interchange|be|persuade|transact|surrender|cede|deliver|give up|deceive|lead on|delude|cozen
ginseng,NN,ginseng|nin-sin|panax ginseng|panax pseudoginseng|panax schinseng,root|herb|herbaceous plant
medicinal,NN,,NA
herb,NNS,herb|herbaceous plant,vascular plant|tracheophyte|flavorer|flavourer|flavoring|flavouring|seasoner|seasoning
incense,NN,incense,compound|chemical compound|aroma|fragrance|perfume|scent
tea,NN,afternoon tea|camellia sinensis|tea|tea leaf|teatime,beverage|drink|drinkable|potable|meal|repast|shrub|bush|reception|herb
funeral,JJ,,NA
permanent,JJ,lasting|permanent,
beach-head,JJ,,NA
directly,RB,at once|direct|directly|flat|forthwith|immediately|instantly|like a shot|now|right away|straight|straight off|straightaway,
lease,VBD,charter|engage|hire|lease|let|rent|take,contract|undertake|give|get|acquire
eternity,NN,eternity|infinity|timeless existence|timelessness,time|being|beingness|existence|face of the earth|time interval|interval
fluctuate,VBN,fluctuate|vacillate|waver,move|displace|swing|change state|turn
accord,VBG,accord|agree|allot|concord|consort|fit in|grant|harmonise|harmonize,match|fit|correspond|check|jibe|gibe|tally|agree|give
overthrew,NN,,NA
manchus,NNP,,NA
flock,VBD,clump|cluster|constellate|flock,travel|go|move|locomote|meet|gather|assemble|forgather|foregather
safety,NN,base hit|condom|guard|prophylactic|refuge|rubber|safe|safety|safety device,condition|status|area|country|device|hit|contraceptive|preventive|preventative|contraceptive device|prophylactic device|birth control device|score
shirt,NNS,shirt,garment
back,NNS,back|backbone|backrest|binding|book binding|cover|dorsum|rachis|rear|spinal column|spine|vertebral column,body part|side|position|place|football player|footballer|skeletal structure|protective covering|protective cover|protection|cloth covering|support
seize,VBG,appropriate|arrogate|assume|attach|capture|clutch|confiscate|conquer|get hold of|grab|impound|prehend|seize|sequester|take over|usurp,take|get hold of|assume|usurp|seize|take over|arrogate|hook|overwhelm|overpower|sweep over|whelm|overcome|overtake|intrigue|fascinate
eve,NN,eve|eve|even|evening|eventide,day|twenty-four hours|twenty-four hour period|24-hour interval|solar day|mean solar day|time period|period of time|period|daytime|daylight
hour,NNS,60 minutes|hour|hr|minute|time of day,time unit|unit of time|clock time|time|time period|period of time|period|distance
dozen,NN,12|dozen|twelve|xii,large integer
battalion,NNS,battalion|large number|multitude|pack|plurality,army unit|large indefinite quantity|large indefinite amount
assault,NN,assault|assault|rape|ravishment|violation,battle|conflict|fight|engagement|attack|attempt|sexual assault|sexual abuse|sex crime|sex offense
minimal,JJ,minimal|minimum,
airfield,NN,airfield|field|flying field|landing field,facility|installation
kaus,NNP,,NA
tak,NNP,,NA
minute,NNS,arcminute|bit|hour|instant|min|minute|minute of arc|mo|moment|second,time unit|unit of time|time|point|point in time|angular unit|note|distance
abandon,VBG,abandon|desert|desolate|empty|forsake|give up|vacate,discard|fling|toss|toss out|toss away|chuck out|cast aside|dispose|throw out|cast out|throw away|cast away|put away|leave|go forth|go away
defender,NNS,defender|guardian|protector|shielder|withstander,preserver|combatant|battler|belligerent|fighter|scrapper
retreat,VBD,back away|back out|crawfish|crawfish out|draw back|move back|pull away|pull back|pull in one's horns|recede|retire|retreat|retrograde|withdraw,travel|go|move|locomote|withdraw|retreat|pull away|draw back|recede|pull back|retire|move back
hop,VBG,hop|hop-skip|skip,jump|leap|bound|spring|move|travel|traverse|track|cover|cross|pass over|get over|get across|cut through|cut across|clear|top
relief,NN,alleviation|assuagement|backup|backup man|ease|easement|easing|embossment|fill-in|ministration|moderation|relief|reliever|relievo|respite|rest|rest period|rilievo|sculptural relief|stand-in|substitute|succor|succour,comfort|comfortableness|damages|amends|indemnity|indemnification|restitution|redress|peer|equal|match|compeer|aid|assist|assistance|help|pause|intermission|break|interruption|suspension|change|alteration|modification|social welfare|welfare|public assistance|decrease|diminution|reduction|step-down|sculpture|liberation|release|freeing
christma,NNP,,NA
survivor,NNP,subsister|survivor,unfortunate|unfortunate person|person|individual|someone|somebody|mortal|soul|animal|animate being|beast|brute|creature|fauna
recall,VB,call back|call in|call up|come back|echo|hark back|recall|recollect|remember|retrieve|return|think|withdraw,denote|refer|resemble|call|send for|concentrate|focus|center|centre|pore|rivet|cancel|strike down|take
hunger,NN,hunger|hungriness|thirst|thirstiness,drive|desire
damage,VBN,damage,change|alter|modify
club,NN,ball club|baseball club|cabaret|club|clubhouse|gild|golf club|golf-club|golfclub|guild|lodge|night club|nightclub|nightspot|nine|order|social club|society,baseball team|association|stick|building|edifice|golf equipment|playing card|spot
lodge,VB,accommodate|charge|deposit|file|lodge|stick|wedge,populate|dwell|live|inhabit|fasten|fix|secure|accuse|impeach|incriminate|criminate|house|put up|domiciliate
commandant,NN,commandant|commander|commanding officer,military officer|officer
rebuild,VBN,rebuild|reconstruct,construct|build|make
mansion,NN,hall|house|manse|mansion|mansion house|planetary house|residence|sign|sign of the zodiac|star sign,region|part|house
stock,NN,ancestry|blood|blood line|bloodline|breed|broth|caudex|descent|farm animal|fund|gillyflower|gunstock|inventory|line|line of descent|lineage|livestock|malcolm stock|neckcloth|origin|parentage|pedigree|stemma|stock|stock certificate|store|strain,capital|working capital|merchandise|ware|product|handle|grip|handgrip|hold|support|security|certificate|accumulation|genealogy|family tree|variety|animal group|soup|repute|reputation|stalk|stem|plant part|plant structure|flower|lumber|timber|cravat|placental|placental mammal|eutherian|eutherian mammal
house,NNS,business firm|family|firm|home|house|household|mansion|menage|planetary house|sign|sign of the zodiac|star sign|theater|theatre,dwelling|home|domicile|abode|habitation|dwelling house|building|edifice|business|concern|business concern|business organization|business organisation|community|audience|legislature|legislative assembly|legislative body|general assembly|law-makers|family|family line|folk|kinfolk|kinsfolk|sept|phratry|play|child's play|region|part|management|unit|social unit
distressing,JJ,deplorable|distressful|distressing|disturbing|lamentable|perturbing|pitiful|sad|sorry|troubling|worrisome|worrying,
echo,NNS,echo|echo|replication|reverberation|sound reflection,reflection|reflexion|reflectivity|nymph|reply|response|analogue|analog|parallel|imitation
chinese,NNP,chinese,sinitic|sinitic language|asian|asiatic
multiply,VBN,breed|manifold|multiply|procreate|reproduce,calculate|cipher|cypher|compute|work out|reckon|figure|increase|reproduce|procreate|multiply|make|create
skilled,JJ,skilled,
industrialist,NNS,industrialist,businessman|man of affairs
founder,NNS,beginner|father|founder|founding father|laminitis,inflammation|redness|rubor|originator|conceiver|mastermind|skilled worker|trained worker|skilled workman
textile,NN,cloth|fabric|material|textile,artifact|artefact
conduit,NN,conduit,passage
worldwide,NN,,NA
bargain,NN,bargain|buy|deal|steal,agreement|understanding|purchase
shopping,NN,shopping,buying|purchasing|commodity|trade good|good
housing,NNP,caparison|housing|living accommodations|lodging|trapping,structure|construction|protective covering|protective cover|protection|stable gear|saddlery|tack
scarce,JJ,scarce,
outright,JJ,outright|straight-out|unlimited,
disaster,NN,calamity|cataclysm|catastrophe|disaster|tragedy,adversity|hardship|hard knocks|misfortune|bad luck|destruction|devastation
uncontrollable,JJ,indocile|irrepressible|uncontrollable|uncorrectable|ungovernable|unmanageable|unruly,
devour,VBN,consume|demolish|devour|down|go through|guttle|pig|raven,destroy|ruin|enjoy|bask|relish|savor|savour|eat up|finish|polish off|eat
squatter,NNS,homesteader|nester|squatter,settler|colonist|intruder|interloper|trespasser
shack,NNS,hovel|hut|hutch|shack|shanty,shelter
deprive,VBN,deprive|divest|impoverish|strip,take|withhold|keep back|worsen|decline
shelter,NN,protection|shelter|tax shelter,structure|construction|protective covering|protective cover|protection|security|decrease|diminution|reduction|step-down|housing|lodging|living accommodations
calamity,NN,calamity|cataclysm|catastrophe|disaster|tragedy,misfortune|bad luck
launch,VB,establish|found|launch|plunge|set in motion|set up,open|open up|propel|impel|launch|set in motion|get down|begin|get|start out|start|set about|set out|commence|move|displace|smooth|smoothen
emergency,NN,emergency|emergency brake|exigency|hand brake|parking brake|pinch,crisis|temporary state|brake
public-housing,NN,,NA
spartan,NN,spartan,greek|hellene
block,NNS,auction block|block|blockage|blocking|city block|closure|cube|cylinder block|engine block|mental block|occlusion|pulley|pulley block|pulley-block|stop|stoppage,artifact|artefact|area|country|solid|collection|aggregation|accumulation|assemblage|housing|lodging|living accommodations|computer memory unit|inability|machine|simple machine|cast|casting|obstruction|obstructor|obstructer|impediment|impedimenta|platform
put,VBP,arrange|assign|cast|commit|couch|frame|invest|lay|order|place|pose|position|put|redact|set|set up,move|displace|change|alter|modify|give voice|formulate|word|phrase|articulate|use|utilize|utilise|apply|employ|spend|expend|drop|estimate|gauge|approximate|guess|judge|subject|arrange|set|organize|organise
cheap,NN,,NA
fireproof,NN,,NA
roof,NNS,cap|ceiling|roof,protective covering|protective cover|protection|covering|natural covering|cover|control
housing,NN,caparison|housing|living accommodations|lodging|trapping,structure|construction|protective covering|protective cover|protection|stable gear|saddlery|tack
grimly,RB,grimly,
overcrowded,JJ,,NA
frenzy,NN,craze|delirium|frenzy|fury|hysteria,mania|manic disorder
couldn,NN,,NA
space,NN,blank|blank space|distance|infinite|outer space|place|quad|space,attribute|amorphous shape|location|area|country|space|infinite|character|graph|grapheme|graphic symbol|time interval|interval|expanse|surface area|type
authority,NNS,agency|assurance|authorisation|authority|authorization|bureau|confidence|dominance|federal agency|government agency|office|potency|sanction|say-so|self-assurance|self-confidence|sureness,control|person|individual|someone|somebody|mortal|soul|expert|certainty|administrative unit|administrative body|permission|book
close,VBD,close|close down|close up|come together|conclude|fill up|fold|shut|shut down,change state|turn|end|terminate|stop|finish|cease|trade|prosecute|engage|pursue|move|approach|near|come on|go up|draw near|draw close|come near|join|barricade|block|blockade|block off|block up|bar|fill|complete
altogether,RB,all|all in all|all told|altogether|completely|entirely|in all|on the whole|right|totally|tout ensemble|whole|wholly,NA
stem,VB,halt|stanch|staunch|stem,originate in|orient|check|remove|take|take away|withdraw
arrival,NNS,arrival|arriver|comer|reaching,accomplishment|achievement|action|traveler|traveller
vietnamese,JJ,vietnamese,
boat,NN,boat|gravy boat|gravy holder|sauceboat,vessel|watercraft|dish
intention,NN,aim|design|intent|intention|purpose,goal|end|goal|end|volition|willing
lease,NN,lease|letting|rental|term of a contract,property|belongings|holding|contract|time period|period of time|period
negotiation,NNS,dialogue|negotiation|talks,discussion|give-and-take|word|activity
thatcher,NNP,baroness thatcher of kesteven|iron lady|margaret hilda thatcher|margaret thatcher|thatcher|thatcher,roofer
sino-,NNP,,NA
joint,NNP,articulatio|articulation|join|joint|junction|juncture|marijuana cigarette|reefer|roast|spliff|stick,body part|spot|connection|connexion|link|cut|cut of meat|junction|conjunction|cigarette|cigaret|coffin nail|butt|fag
transfer,NN,carry-over|conveyance|transfer|transfer of training|transferee|transference|transferral|transport|transportation,movement|person|individual|someone|somebody|mortal|soul|change of state|ticket|learning|acquisition|transaction|dealing|dealings
administrative,NNP,,NA
region,NNP,area|neighborhood|part|realm|region,location|body part|indefinite quantity|knowledge domain|knowledge base|domain
guarantee,VBD,assure|ensure|guarantee|insure|secure|undertake|vouch|warrant,pledge|plight|promise|assure|back|endorse|indorse|plump for|plunk for|support
basic,NNP,basic|basic|staple,programming language|programing language|commodity|trade good|good
exist,VBG,be|exist|live|subsist|survive,
uphold,VBN,bear on|carry on|continue|maintain|preserve|uphold,keep|maintain|hold|defend|support|fend for|confirm|reassert
flow,VBG,course|fall|feed|flow|flux|hang|menstruate|run,move|exist|be|flood|shed blood|bleed|hemorrhage
nationality,NNP,nationality,people|status|position
acquire,VBG,acquire|adopt|assume|develop|evolve|gain|get|grow|larn|learn|produce|take|take on|win,change|situate|locate|get|acquire
prompt,VBN,actuate|cue|incite|inspire|instigate|motivate|move|prompt|propel|remind,cause|do|make|induce|stimulate|have|get|inform
apply,VB,apply|employ|enforce|give|go for|hold|implement|lend oneself|practice|put on|use|utilise|utilize,refer|pertain|relate|concern|come to|bear on|touch|touch on|have to do with|request|ask for|bespeak|call for|quest|cover|distribute|administer|mete out|deal|parcel out|lot|dispense|shell out|deal out|dish out|allot|dole out|compel|oblige|obligate|denote|give|dedicate|consecrate|commit|devote
notably,RB,notably|remarkably|unco|unusually,NA
protest,NNS,dissent|objection|protest|protestation,objection|resistance
beijing,NNP,beijing|capital of red china|peiping|peking,
tiananman,NNP,,NA
sympathy,NN,fellow feeling|sympathy|understanding,inclination|disposition|tendency|feeling|affinity|kinship
march,NNS,border district|borderland|mar|march|march|march|marching|marching music|marchland|master of architecture,gregorian calendar month|walk|walking|progress|progression|procession|advance|advancement|forward motion|onward motion|district|territory|territorial dominion|dominion|music genre|musical genre|genre|musical style|master's degree
company,NNS,caller|companionship|company|fellowship|party|ship's company|society|troupe,institution|establishment|army unit|friendship|friendly relationship|organization|organisation|visitor|visitant|social gathering|social affair|set|circle|band|lot|complement|full complement|unit|social unit
headquarters,NN,central office|headquarters|home base|home office|hq|main office|military headquarters,office|business office|military installation|military unit|military force|military group|force
handover,NN,handover,relinquishment|relinquishing
approach,VBD,approach|border on|come near|come on|draw close|draw near|go about|go up|near|set about,come|come up|approximate|come close|act|move|address|accost|come up to
democratic,JJ,democratic|democratic|popular,
legislative,NNP,,NA
council,NNP,council,administrative unit|administrative body|assembly|meeting|group meeting
hands-off,JJ,hands-off,
control,NNS,ascendance|ascendancy|ascendence|ascendency|command|control|control condition|controller|dominance|mastery|restraint,power|powerfulness|relation|bodily process|body process|bodily function|activity|criterion|standard|condition|status|discipline|skillfulness|mechanism|spirit|disembodied spirit|economic policy
heartbeat,NNS,beat|blink of an eye|flash|heartbeat|instant|jiffy|new york minute|pulsation|pulse|split second|trice|twinkling|wink,periodic event|recurrent event|moment|mo|minute|second|bit|force
fluctuation,NNS,fluctuation|variation|wavering,wave|undulation|change|alteration|modification|irregularity|unregularity
hang,NNP,bent|hang|knack,endowment|gift|talent|natural endowment|fit|gymnastic exercise
seng,NNP,,NA
index,NNP,exponent|forefinger|index|index finger|index number|indicant|indicator|power,scale|scale of measurement|graduated table|ordered series|fact|mathematical notation|list|listing|finger
rate,NNS,charge per unit|pace|rate,magnitude relation|quantitative relation|charge|temporal property|proportion
skyrocket,VBG,rocket|skyrocket,rise|lift|arise|move up|go up|come up|uprise
price,NNS,cost|damage|leontyne price|mary leontyne price|monetary value|price|price|terms|toll,value|cost|worth|reward
quo,NN,,NA
prevail,VBZ,die hard|dominate|endure|hold|obtain|persist|predominate|prevail|reign|rule|run|triumph,exist|be|continue|win|persuade
everybody,NN,,NA
hope,VBZ,desire|go for|hope|trust,wish|desire|want|plan|be after
everyone,NN,,NA
doubt,NNS,doubt|doubtfulness|dubiety|dubiousness|incertitude|question|uncertainty,cognitive state|state of mind|uncertainty|uncertainness|precariousness
seize,VB,appropriate|arrogate|assume|attach|capture|clutch|confiscate|conquer|get hold of|grab|impound|prehend|seize|sequester|take over|usurp,take|get hold of|assume|usurp|seize|take over|arrogate|hook|overwhelm|overpower|sweep over|whelm|overcome|overtake|intrigue|fascinate
opportunity,NNS,chance|opportunity,possibility|possibleness
relic,NNS,keepsake|relic|souvenir|token,antiquity|object|physical object
foster,VBN,foster|further|nurture,promote|advance|boost|further|encourage|rear|raise|bring up|nurture|parent
assumption,NN,assumption|assumption|assumption of mary|august 15|effrontery|laying claim|premise|premiss|presumption|presumptuousness|supposal|supposition,postulate|posit|hypothesis|possibility|theory|acquisition|holy day of obligation|miracle|audacity|audaciousness|act|deed|human action|human activity
prehistoric,JJ,prehistoric|prehistorical,
ibiza,NNP,,NA
greater,NNP,,NA
find,VBN,ascertain|bump|chance|come up|detect|determine|discover|encounter|feel|find|find oneself|find out|get|get hold|happen|incur|line up|notice|observe|obtain|receive|recover|regain|retrieve|rule|see|witness,spy|sight|get|acquire|reason|reason out|conclude|experience|see|go through|gestate|conceive|conceptualize|conceptualise|learn|hear|get word|get wind|pick up|find out|get a line|discover|pronounce|label|judge|change|perceive|comprehend|reach|make|attain|hit|arrive at|gain|mature|maturate|grow
mallorca,NNP,,NA
menorca,NNP,,NA
balearic,NNP,,NA
site,NNS,internet site|land site|site|situation|web site|website,tract|piece of land|piece of ground|parcel of land|parcel|position|place|computer|computing machine|computing device|data processor|electronic computer|information processing system
actually,RB,actually|in reality|really,NA
formentera,NNP,,NA
megalithic,JJ,megalithic,
na,NNP,atomic number 11|na|sodium,metallic element|metal
costa,NNP,costa|rib,structure|anatomical structure|complex body part|bodily structure|body structure|bone|os
date,VBN,date|date stamp|go out|go steady|see,go out|date|stamp|determine|set|consort|associate|affiliate|assort|supply|provide|render|furnish
location,NN,emplacement|fix|localisation|localization|locating|location|placement|position|positioning,object|physical object|activity|determination|finding|workplace|work
iberium,NNP,,NA
seafarer,NNS,gob|jack|jack-tar|mariner|old salt|sea dog|seafarer|seaman|tar,sailor|crewman
ibosim,NNP,,NA
ebyso,NNP,,NA
ebusus,NNP,,NA
moor,NNP,moor|moor|moorland,muslim|moslem|plain|field|champaign
yebisah,NNP,,NA
detail,VBN,detail,elaborate|lucubrate|expatiate|exposit|enlarge|flesh out|expand|expound|dilate|assign|specify|set apart
doesn,NN,,NA
begin,VB,begin|commence|get|get down|lead off|set about|set out|start|start out,talk|speak|utter|mouth|verbalize|verbalise|be|act|move|achieve|accomplish|attain|reach
page,NNS,page|page|pageboy|sir frederick handley page|thomas nelson page|varlet,leaf|folio|messenger boy|errand boy|attendant|attender|tender
carthaginian,NNP,carthaginian,african
originally,RB,earlier|in the beginning|in the first place|originally|primitively|to begin with,NA
comprise,VBG,be|comprise|consist|constitute|contain|incorporate|make up|represent,be|include
lebanon,NNP,lebanese republic|lebanon,
challenge,VBD,challenge|dispute|gainsay|take exception,contest|contend|repugn|invite|bid|request|ask for|bespeak|call for|quest|object
lie,VBD,consist|dwell|lie|lie down|lie in|rest,be|exist|misinform|mislead|change posture
partly,RB,in part|part|partially|partly,
salt,NN,common salt|salinity|salt|salt|saltiness|strategic arms limitation talks|table salt,compound|chemical compound|flavorer|flavourer|flavoring|flavouring|seasoner|seasoning|taste|taste sensation|gustatory sensation|taste perception|gustatory perception
flat,NNS,apartment|flat|flat tire|flatbed|flatcar,plain|field|champaign|box|musical notation|freight car|pneumatic tire|pneumatic tyre|scenery|scene|housing|lodging|living accommodations
capitalize,VBD,capitalise|capitalize|take advantage,profit|gain|benefit|supply|provide|render|furnish|write|calculate|cipher|cypher|compute|work out|reckon|figure|see|consider|view|regard|change|exchange|commute|convert
use,VBG,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
cure,VB,bring around|cure|heal,help|aid|preserve|keep|harden|indurate|change
export,VBD,export,trade|merchandise|transfer|spread|distribute
mining,NN,excavation|minelaying|mining,production|defense|defence|defensive measure
significance,NN,implication|import|meaning|significance|signification,importance|meaning|substance|message|content|subject matter
believe,VBN,believe|conceive|consider|think|trust,accept|evaluate|pass judgment|judge|expect|anticipate|believe|credit
pellet,NNS,pellet|shot,ball|globe|orb|projectile|missile
hannibal,NNP,hannibal,
splendour,NN,brilliance|brilliancy|grandeur|grandness|luster|lustre|magnificence|splendor|splendour,brightness|elegance
bury,VBD,bury|eat up|entomb|forget|immerse|inhume|inter|lay to rest|sink|swallow|swallow up,hide|conceal|lay|put down|repose|situate|fix|posit|deposit|enclose|close in|inclose|shut in|implant|engraft|embed|imbed|plant
necropolis,NNS,burial ground|burial site|burying ground|cemetery|graveyard|memorial park|necropolis,site|land site
puig,NNP,,NA
molin,NNP,,NA
hill,NNP,alfred hawthorne|benny hill|hill|hill|j. j. hill|james jerome hill|mound|pitcher's mound,natural elevation|elevation|structure|construction|baseball equipment
windmill,NNP,aerogenerator|wind generator|windmill,mill|grinder|milling machinery|generator
dalt,NNP,,NA
